Curricular units 2nd sem (approved),gpa,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Curricular units 2nd sem (evaluations),Curricular units 1st sem (evaluations),Application mode,Previous qualification (grade),age,scholarship_flag,sex_M,subject,Curricular units 1st sem (enrolled),Admission grade,target
-0.2307543209447208,0.5694041183969626,-0.33240292850755504,0.30421540171335615,0.5476660999925176,1.5556588211336622,2.1393504934137346,1.3411671015148172,-0.342330341550868,-0.22282897427301634,-0.4682494427153633,1.4076790414323654,0.44202837959381286,-0.03427908323821492,-0.1598419208221644,0
-1.2089975127950803,-1.605407884593752,-1.2963637779757735,-1.8283504925178558,0.5476660999925176,-1.9075326296811812,-1.8884445820154745,-0.1517289610543113,1.2331201719375473,-0.6273078204922563,-0.4682494427153633,-0.710389208453699,0.30849418350819763,0.3933448512824234,0.25925357729012194,1
-0.8829164488449605,1.392305958176615,-0.33240292850755504,1.4332208754619402,0.5476660999925176,0.8135463673876244,0.4808466388252367,1.3411671015148172,0.6029399665421812,2.0692178209693437,-0.4682494427153633,1.4076790414323654,0.12213327248761373,-0.46190301775885323,1.3977963471618366,1
1.3996509988058785,0.46433718773078825,0.9528782041167364,0.4834226212023446,0.5476660999925176,0.5661755494722784,0.006988394657094458,-1.070434230327621,0.2090773381700774,-0.6273078204922563,2.135613860426683,-0.710389208453699,0.30849418350819763,0.3933448512824234,-0.20873639560193144,0
0.4214078069555189,0.4224573619862021,-0.011082645351482154,0.1944509812816912,0.5476660999925176,1.3082880032183164,0.7177757609093078,-0.1517289610543113,-0.7361929699229718,-0.49248153841917636,2.135613860426683,-0.710389208453699,0.18034048616595882,-0.03427908323821492,-0.9281836673613578,0
0.09532674300539903,0.39306800999870567,0.6315579209606635,0.3758982887562813,-1.8259300694595895,0.8135463673876244,0.006988394657094458,-1.070434230327621,0.13030481249565662,-0.7621341025653363,-0.4682494427153633,-0.710389208453699,0.0981655962671187,-0.03427908323821492,0.08463045307666986,1
-0.2307543209447208,0.4518467139736986,-0.011082645351482154,0.711911823416459,-1.8259300694595895,1.0609171853029704,1.19163400507745,1.1114907841964898,0.05940953938867748,0.9906075643847038,-0.4682494427153633,1.4076790414323654,0.10550264000808655,-0.46190301775885323,-0.4532087695007657,1
0.7474888709056388,0.5179727546230449,0.6315579209606635,0.8016050366803774,0.5476660999925176,1.0609171853029704,0.006988394657094458,-1.070434230327621,-0.8149654955973926,-0.7621341025653363,-0.4682494427153633,1.4076790414323654,0.30849418350819763,0.3933448512824234,-0.8513494927074389,0
-1.2089975127950803,-1.605407884593752,-1.2963637779757735,-1.8283504925178558,0.5476660999925176,0.5661755494722784,0.954704882993379,1.1114907841964898,0.05940953938867748,3.1478280775539837,-0.4682494427153633,-0.710389208453699,0.18034048616595882,-0.03427908323821492,-0.5929072688715281,1
0.7474888709056388,0.44009097282602777,0.6315579209606635,0.3543934233960739,0.5476660999925176,-0.17593690427375946,-0.22994072742697666,-1.070434230327621,0.2878498638444982,-0.7621341025653363,2.135613860426683,-0.710389208453699,0.30849418350819763,0.3933448512824234,-0.013158496482864239,0
0.09532674300539903,0.3783733348866379,-0.33240292850755504,0.30421540171335615,0.5476660999925176,-0.6706785401044514,-0.22994072742697666,-1.070434230327621,-0.8937380212718133,-0.08800269219993632,-0.4682494427153633,-0.710389208453699,0.39164734590583344,-0.46190301775885323,-0.6976811433996,1
1.3996509988058785,0.7976614152476846,0.9528782041167364,0.8334143180644059,0.5476660999925176,0.31880473155693245,-0.22994072742697666,-0.1517289610543113,0.2090773381700774,-0.7621341025653363,2.135613860426683,-0.710389208453699,0.30849418350819763,0.3933448512824234,0.1894043276047407,0
0.4214078069555189,0.6164270812242847,-0.011082645351482154,0.42966045497931293,0.5476660999925176,0.31880473155693245,0.7177757609093078,-0.1517289610543113,-0.18478529020202644,-0.6273078204922563,-0.4682494427153633,1.4076790414323654,0.12751377123099017,-0.46190301775885323,-0.27858564528731267,0
0.09532674300539903,0.6428774974840232,-0.011082645351482154,0.4767023497188373,0.5476660999925176,-0.17593690427375946,-0.22994072742697666,1.1114907841964898,-2.5479610604346496,2.0692178209693437,-0.4682494427153633,1.4076790414323654,0.5486600819625459,-0.46190301775885323,0.9437762242068587,0
0.09532674300539903,0.6428774974840232,-0.33240292850755504,0.36693792928717234,0.5476660999925176,-0.17593690427375946,0.4808466388252367,1.1114907841964898,-0.18478529020202644,1.3950864106039438,-0.4682494427153633,1.4076790414323654,0.13582908747075376,-0.46190301775885323,0.9437762242068587,0
0.4214078069555189,0.8632976329818444,0.31023763780459074,0.6930950655206494,0.5476660999925176,-0.6706785401044514,-0.703798971595119,-0.1517289610543113,-0.7361929699229718,-0.6273078204922563,-0.4682494427153633,-0.710389208453699,0.39164734590583344,-0.46190301775885323,-0.6837112934625236,0
0.4214078069555189,0.44009097282602777,0.31023763780459074,0.7307285813122687,0.5476660999925176,0.07143391364158651,0.006988394657094458,-1.070434230327621,-0.8149654955973926,-0.08800269219993632,-0.4682494427153633,-0.710389208453699,0.48115927954564147,-0.03427908323821492,-0.9700932171725871,0
-0.2307543209447208,0.33428930778707366,-0.33240292850755504,0.28853477076073986,0.5476660999925176,0.31880473155693245,0.4808466388252367,-1.070434230327621,-0.8149654955973926,-0.35765525634609635,-0.4682494427153633,1.4076790414323654,0.13582908747075376,-0.46190301775885323,-0.7046660683681377,0
0.7474888709056388,0.6458164332117811,0.6315579209606635,0.5739222661410794,0.5476660999925176,-0.17593690427375946,-0.22994072742697666,-0.1517289610543113,0.2878498638444982,-0.7621341025653363,-0.4682494427153633,-0.710389208453699,0.30849418350819763,0.3933448512824234,0.14050985282497463,0
0.4214078069555189,1.110168184739404,0.31023763780459074,1.2450532965038428,0.5476660999925176,-0.6706785401044514,-0.46686984951104776,-1.070434230327621,3.5175234164957496,-0.7621341025653363,2.135613860426683,-0.710389208453699,0.13582908747075376,-0.46190301775885323,2.5014144921908605,0
0.7474888709056388,0.6987172657312583,0.31023763780459074,0.7006217686789731,0.5476660999925176,0.07143391364158651,0.4808466388252367,-1.070434230327621,0.4453949151933397,-0.6273078204922563,-0.4682494427153633,-0.710389208453699,0.30849418350819763,0.3933448512824234,-0.24366102044462207,0
0.4214078069555189,0.5106254161853305,0.6315579209606635,0.4027793728086349,0.5476660999925176,-0.17593690427375946,0.24391751674116557,1.1114907841964898,-0.9725105469462342,1.7995652568231837,2.135613860426683,1.4076790414323654,-0.41836228309701934,0.3933448512824234,-1.2913997657253404,0
0.4214078069555189,0.6516943029039362,-0.33240292850755504,0.8059956128955077,0.5476660999925176,-0.6706785401044514,0.006988394657094458,-1.070434230327621,0.05940953938867748,-0.35765525634609635,-0.4682494427153633,1.4076790414323654,0.12751377123099017,-0.46190301775885323,0.8320174247102491,0
