Tuition fees up to date,age,Application mode,scholarship_flag,sex_M,subject,Admission grade,Debtor,Previous qualification (grade),Mother's occupation,Previous qualification,Father's occupation,Mother's qualification,Father's qualification,Displaced,target
0.5337050456896776,-0.22166400222619262,1.3496850643136544,-0.4686269904356566,1.4159814878667782,0.44203364858330174,-0.16109483360765728,-0.33315710634066537,-0.3420659177064211,-0.04459625249121697,-0.35705934565410846,-0.13964717946418778,-0.02491096821571981,1.0379570511685858,1.0378222867207225,0
0.5337050456896776,-0.6246081354168442,-0.14638503344354503,-0.4686269904356566,-0.7062239221125214,0.3084993018657325,0.2609063703278887,-0.33315710634066537,1.2435535629350374,-0.2509385873724368,-0.35705934565410846,-0.09662213421190156,-1.1806821434578678,-0.21719566356696327,1.0378222867207225,1
0.5337050456896776,2.0616860858541664,1.3496850643136544,-0.4686269904356566,1.4159814878667782,0.12213818062253146,1.4073429743527923,-0.33315710634066537,0.609305770678454,-0.20967012039619282,-0.35705934565410846,-0.13964717946418778,1.1308602070264282,1.0379570511685858,-0.9635561047352028,1
0.5337050456896776,-0.6246081354168442,-1.067043555140283,2.133893310477818,-0.7062239221125214,0.3084993018657325,-0.21032830740013797,-0.33315710634066537,0.2129009005180894,-0.04459625249121697,-0.35705934565410846,-0.13964717946418778,-1.1806821434578678,-0.21719566356696327,1.0378222867207225,0
0.5337050456896776,-0.49029342435329365,-0.14638503344354503,2.133893310477818,-0.7062239221125214,0.18034545996095908,-0.9347637074894934,-0.33315710634066537,-0.7384707878667858,-0.04459625249121697,-0.35705934565410846,-0.05359708895961534,-1.1806821434578678,-1.4062877091059045,-0.9635561047352028,0
-1.8736941089019585,-0.7589228464803948,-1.067043555140283,-0.4686269904356566,-0.7062239221125214,0.09817047736553185,0.08507253535474513,-0.33315710634066537,0.13361992648601648,-0.2922070543486807,-0.35705934565410846,-0.3117473604733327,-1.1806821434578678,-0.21719566356696327,1.0378222867207225,1
-1.8736941089019585,0.9871683973457621,1.11952043388947,-0.4686269904356566,1.4159814878667782,0.1055075293829807,-0.4564956763625404,3.0015868818882803,0.06226704985715038,-0.2509385873724368,-0.35705934565410846,-0.26872231522104645,-1.1806821434578678,-1.4062877091059045,-0.9635561047352028,1
0.5337050456896776,-0.7589228464803948,-1.067043555140283,-0.4686269904356566,1.4159814878667782,0.3084993018657325,-0.8573968201013102,-0.33315710634066537,-0.8177517618988587,-0.2922070543486807,-0.35705934565410846,-0.13964717946418778,-1.1806821434578678,-1.4062877091059045,1.0378222867207225,0
0.5337050456896776,3.1362037743625706,1.11952043388947,-0.4686269904356566,-0.7062239221125214,0.18034545996095908,-0.5971627443410561,-0.33315710634066537,0.06226704985715038,-0.4160124552774126,0.4394266869146371,-0.4408224962301914,0.9382316778194035,0.7737143743821544,-0.9635561047352028,1
0.5337050456896776,-0.7589228464803948,-1.067043555140283,2.133893310477818,-0.7062239221125214,0.3084993018657325,-0.013394412230216236,-0.33315710634066537,0.2921818745501623,-0.04459625249121697,-0.35705934565410846,-0.05359708895961534,1.1308602070264282,0.9718963819719779,1.0378222867207225,0
